County_State,Number_Insured,NInsured_CI_LowerBound,NInsured_CI_UpperBound,Number_Uninsured,NUninsured_CI_LowerBound,NUninsured_CI_UpperBound,time,State_Code,County_Code
"Lincoln County, WV",16029,15840,16218,1443,1254,1632,2015,54,043
"Logan County, WV",25614,25331,25897,2253,1970,2536,2015,54,045
"McDowell County, WV",14401,14214,14588,1502,1315,1689,2015,54,047
"Marion County, WV",42269,41868,42670,3143,2742,3544,2015,54,049
"Marshall County, WV",23615,23413,23817,1516,1314,1718,2015,54,051
"Mason County, WV",19738,19545,19931,1470,1277,1663,2015,54,053
"Mercer County, WV",44285,43828,44742,3663,3206,4120,2015,54,055
"Mineral County, WV",19702,19502,19902,1433,1233,1633,2015,54,057
"Mingo County, WV",19216,18983,19449,1872,1639,2105,2015,54,059
"Monongalia County, WV",81080,80365,81795,5258,4543,5973,2015,54,061
"Monroe County, WV",9456,9335,9577,912,791,1033,2015,54,063
"Morgan County, WV",12462,12313,12611,1189,1040,1338,2015,54,065
"Nicholas County, WV",18835,18638,19032,1518,1321,1715,2015,54,067
"Ohio County, WV",30583,30321,30845,1999,1737,2261,2015,54,069
"Pendleton County, WV",4867,4807,4927,448,388,508,2015,54,071
"Pleasants County, WV",5320,5277,5363,310,267,353,2015,54,073
"Pocahontas County, WV",5806,5732,5880,544,470,618,2015,54,075
"Preston County, WV",23727,23493,23961,1890,1656,2124,2015,54,077
"Putnam County, WV",44262,43927,44597,2621,2286,2956,2015,54,079
"Raleigh County, WV",54802,54224,55380,4836,4258,5414,2015,54,081
"Randolph County, WV",19391,19170,19612,1740,1519,1961,2015,54,083
"Ritchie County, WV",7222,7130,7314,691,599,783,2015,54,085
"Roane County, WV",10391,10251,10531,1098,958,1238,2015,54,087
"Summers County, WV",8572,8473,8671,745,646,844,2015,54,089
"Taylor County, WV",12439,12314,12564,921,796,1046,2015,54,091
"Tucker County, WV",4888,4836,4940,378,326,430,2015,54,093
"Tyler County, WV",6575,6511,6639,476,412,540,2015,54,095
"Upshur County, WV",17371,17171,17571,1530,1330,1730,2015,54,097
"Wayne County, WV",30627,30324,30930,2456,2153,2759,2015,54,099
"Webster County, WV",6174,6092,6256,620,538,702,2015,54,101
"Wetzel County, WV",11376,11254,11498,926,804,1048,2015,54,103
"Wirt County, WV",4428,4380,4476,345,297,393,2015,54,105
"Wood County, WV",64833,64268,65398,4661,4096,5226,2015,54,107
"Wyoming County, WV",16473,16291,16655,1500,1318,1682,2015,54,109
"Adams County, WI",12118,11999,12237,1111,992,1230,2015,55,001
"Ashland County, WI",11373,11252,11494,1058,937,1179,2015,55,003
"Barron County, WI",33220,32937,33503,2675,2392,2958,2015,55,005
"Bayfield County, WI",9979,9861,10097,1128,1010,1246,2015,55,007
"Brown County, WI",201659,200206,203112,16501,15048,17954,2015,55,009
"Buffalo County, WI",9644,9556,9732,756,668,844,2015,55,011
"Burnett County, WI",9950,9847,10053,962,859,1065,2015,55,013
"Calumet County, WI",41194,40987,41401,1862,1655,2069,2015,55,015
"Chippewa County, WI",47237,46866,47608,3399,3028,3770,2015,55,017
"Clark County, WI",23305,22837,23773,5029,4561,5497,2015,55,019
"Columbia County, WI",43682,43421,43943,2462,2201,2723,2015,55,021
"Crawford County, WI",11398,11306,11490,807,715,899,2015,55,023
"Dane County, WI",425493,423445,427541,24052,22004,26100,2015,55,025
"Dodge County, WI",65003,64646,65360,3446,3089,3803,2015,55,027
"Door County, WI",18402,18248,18556,1373,1219,1527,2015,55,029
"Douglas County, WI",32706,32438,32974,2331,2063,2599,2015,55,031
"Dunn County, WI",32611,32340,32882,2158,1887,2429,2015,55,033
"Eau Claire County, WI",78453,77890,79016,4823,4260,5386,2015,55,035
"Florence County, WI",2989,2955,3023,286,252,320,2015,55,037
"Fond du Lac County, WI",77607,77120,78094,4651,4164,5138,2015,55,039
"Forest County, WI",6150,6075,6225,749,674,824,2015,55,041
"Grant County, WI",36177,35851,36503,2936,2610,3262,2015,55,043
"Green County, WI",28835,28640,29030,1782,1587,1977,2015,55,045
"Green Lake County, WI",13236,13084,13388,1400,1248,1552,2015,55,047
"Iowa County, WI",18442,18315,18569,1143,1016,1270,2015,55,049
"Iron County, WI",3761,3723,3799,313,275,351,2015,55,051
"Jackson County, WI",14087,13929,14245,1517,1359,1675,2015,55,053
"Jefferson County, WI",64482,63995,64969,4398,3911,4885,2015,55,055
"Juneau County, WI",18227,18044,18410,1676,1493,1859,2015,55,057
"Kenosha County, WI",132735,131706,133764,10203,9174,11232,2015,55,059
"Kewaunee County, WI",15423,15310,15536,956,843,1069,2015,55,061
"La Crosse County, WI",90635,90031,91239,5077,4473,5681,2015,55,063
"Lafayette County, WI",12524,12390,12658,1295,1161,1429,2015,55,065
"Langlade County, WI",13438,13310,13566,1164,1036,1292,2015,55,067
"Lincoln County, WI",20496,20342,20650,1351,1197,1505,2015,55,069
"Manitowoc County, WI",60429,60013,60845,3859,3443,4275,2015,55,071
"Marathon County, WI",105723,105033,106413,7037,6347,7727,2015,55,073
"Marinette County, WI",29185,28952,29418,2101,1868,2334,2015,55,075
"Marquette County, WI",10636,10537,10735,858,759,957,2015,55,077
"Menominee County, WI",3458,3406,3510,399,347,451,2015,55,078
"Milwaukee County, WI",743762,739924,747600,69693,65855,73531,2015,55,079
"Monroe County, WI",34802,34493,35111,2831,2522,3140,2015,55,081
"Oconto County, WI",28140,27924,28356,2058,1842,2274,2015,55,083
"Oneida County, WI",24804,24613,24995,1678,1487,1869,2015,55,085
"Outagamie County, WI",147190,146273,148107,9257,8340,10174,2015,55,087
"Ozaukee County, WI",68067,67751,68383,2818,2502,3134,2015,55,089
"Pepin County, WI",5250,5199,5301,443,392,494,2015,55,091
"Pierce County, WI",31609,31387,31831,1814,1592,2036,2015,55,093
"Polk County, WI",32251,31979,32523,2629,2357,2901,2015,55,095
"Portage County, WI",53571,53219,53923,2945,2593,3297,2015,55,097
"Price County, WI",9497,9419,9575,689,611,767,2015,55,099
"Racine County, WI",150507,149481,151533,10844,9818,11870,2015,55,101
"Richland County, WI",12657,12538,12776,1017,898,1136,2015,55,103
"Rock County, WI",123027,122017,124037,10915,9905,11925,2015,55,105
"Rusk County, WI",9889,9781,9997,936,828,1044,2015,55,107
"St. Croix County, WI",73045,72678,73412,3301,2934,3668,2015,55,109
"Sauk County, WI",48379,47994,48764,3690,3305,4075,2015,55,111
"Sawyer County, WI",10808,10672,10944,1290,1154,1426,2015,55,113
"Shawano County, WI",29580,29296,29864,2836,2552,3120,2015,55,115
"Sheboygan County, WI",88503,87929,89077,5577,5003,6151,2015,55,117
"Taylor County, WI",15202,15061,15343,1254,1113,1395,2015,55,119
"Trempealeau County, WI",22322,22113,22531,1888,1679,2097,2015,55,121
"Vernon County, WI",22090,21832,22348,2350,2092,2608,2015,55,123
"Vilas County, WI",13304,13144,13464,1538,1378,1698,2015,55,125
"Walworth County, WI",77377,76689,78065,6909,6221,7597,2015,55,127
"Washburn County, WI",10789,10698,10880,813,722,904,2015,55,129
"Washington County, WI",106915,106353,107477,5129,4567,5691,2015,55,131
"Waukesha County, WI",316069,314954,317184,11998,10883,13113,2015,55,133
"Waupaca County, WI",38420,38119,38721,2698,2397,2999,2015,55,135
"Waushara County, WI",15745,15586,15904,1516,1357,1675,2015,55,137
"Winnebago County, WI",129877,129127,130627,7061,6311,7811,2015,55,139
"Wood County, WI",55537,55168,55906,3434,3065,3803,2015,55,141
"Albany County, WY",27950,27493,28407,3791,3334,4248,2015,56,001
"Big Horn County, WY",7726,7548,7904,1784,1606,1962,2015,56,003
"Campbell County, WY",40173,39640,40706,5302,4769,5835,2015,56,005
"Carbon County, WY",10538,10335,10741,2005,1802,2208,2015,56,007
"Converse County, WY",10838,10690,10986,1348,1200,1496,2015,56,009
"Crook County, WY",5328,5244,5412,741,657,825,2015,56,011
"Fremont County, WY",26520,26007,27033,6165,5652,6678,2015,56,013
"Goshen County, WY",8016,7859,8173,1482,1325,1639,2015,56,015
"Hot Springs County, WY",2970,2904,3036,587,521,653,2015,56,017
"Johnson County, WY",5709,5598,5820,1003,892,1114,2015,56,019
"Laramie County, WY",72008,71148,72868,9272,8412,10132,2015,56,021
"Lincoln County, WY",13685,13468,13902,2046,1829,2263,2015,56,023
"Natrona County, WY",60520,59694,61346,9652,8826,10478,2015,56,025
"Niobrara County, WY",1501,1471,1531,266,236,296,2015,56,027
"Park County, WY",19491,19171,19811,3026,2706,3346,2015,56,029
"Platte County, WY",5781,5678,5884,898,795,1001,2015,56,031
"Sheridan County, WY",20736,20434,21038,2907,2605,3209,2015,56,033
"Sublette County, WY",7442,7317,7567,1099,974,1224,2015,56,035
"Sweetwater County, WY",34742,34252,35232,4905,4415,5395,2015,56,037
"Teton County, WY",16943,16604,17282,3060,2721,3399,2015,56,039
"Uinta County, WY",15960,15717,16203,2242,1999,2485,2015,56,041
"Washakie County, WY",5397,5281,5513,1140,1024,1256,2015,56,043
"Weston County, WY",4858,4771,4945,766,679,853,2015,56,045
"Autauga County, AL",41079,40490,41668,6353,5764,6942,2013,01,001
"Baldwin County, AL",130343,128365,132321,27521,25543,29499,2013,01,003
"Barbour County, AL",16135,15821,16449,3434,3120,3748,2013,01,005
"Bibb County, AL",14675,14417,14933,2601,2343,2859,2013,01,007
"Blount County, AL",39703,39025,40381,8502,7824,9180,2013,01,009
"Bullock County, AL",6097,5960,6234,1415,1278,1552,2013,01,011
"Butler County, AL",14050,13790,14310,2608,2348,2868,2013,01,013
"Calhoun County, AL",81020,79753,82287,15385,14118,16652,2013,01,015
"Chambers County, AL",23280,22824,23736,4713,4257,5169,2013,01,017
"Cherokee County, AL",17417,17100,17734,3438,3121,3755,2013,01,019
"Chilton County, AL",30015,29428,30602,7141,6554,7728,2013,01,021
"Choctaw County, AL",8968,8814,9122,1708,1554,1862,2013,01,023
"Clarke County, AL",17421,17113,17729,3276,2968,3584,2013,01,025
"Clay County, AL",8743,8550,8936,2095,1902,2288,2013,01,027
"Cleburne County, AL",10165,9968,10362,2044,1847,2241,2013,01,029
"Coffee County, AL",35451,34879,36023,7132,6560,7704,2013,01,031
"Colbert County, AL",37948,37350,38546,6437,5839,7035,2013,01,033
"Conecuh County, AL",8447,8275,8619,1899,1727,2071,2013,01,035
"Coosa County, AL",7330,7188,7472,1541,1399,1683,2013,01,037
"Covington County, AL",25161,24713,25609,5144,4696,5592,2013,01,039
"Crenshaw County, AL",9602,9418,9786,1919,1735,2103,2013,01,041
"Cullman County, AL",53809,52844,54774,12465,11500,13430,2013,01,043
"Dale County, AL",35517,34941,36093,6227,5651,6803,2013,01,045
"Dallas County, AL",30342,29823,30861,5122,4603,5641,2013,01,047
"DeKalb County, AL",46323,45343,47303,13771,12791,14751,2013,01,049
"Elmore County, AL",56741,56013,57469,7957,7229,8685,2013,01,051
"Escambia County, AL",23408,22907,23909,5399,4898,5900,2013,01,053
"Etowah County, AL",71420,70322,72518,13693,12595,14791,2013,01,055
"Fayette County, AL",11490,11284,11696,2112,1906,2318,2013,01,057
"Franklin County, AL",21029,20573,21485,5401,4945,5857,2013,01,059
"Geneva County, AL",17517,17167,17867,4211,3861,4561,2013,01,061
"Greene County, AL",6021,5890,6152,1246,1115,1377,2013,01,063
"Hale County, AL",10622,10426,10818,2058,1862,2254,2013,01,065
"Henry County, AL",11397,11191,11603,2345,2139,2551,2013,01,067
"Houston County, AL",72854,71922,73786,13782,12850,14714,2013,01,069
"Jackson County, AL",35464,34834,36094,7746,7116,8376,2013,01,071
"Jefferson County, AL",474131,469657,478605,81253,76779,85727,2013,01,073
"Lamar County, AL",9534,9365,9703,1811,1642,1980,2013,01,075
"Lauderdale County, AL",63372,62403,64341,11195,10226,12164,2013,01,077
"Lawrence County, AL",22922,22495,23349,5067,4640,5494,2013,01,079
"Lee County, AL",110610,108709,112511,21222,19321,23123,2013,01,081
"Limestone County, AL",62180,61224,63136,11884,10928,12840,2013,01,083
"Lowndes County, AL",7526,7389,7663,1383,1246,1520,2013,01,085
"Macon County, AL",12566,12326,12806,2372,2132,2612,2013,01,087
"Madison County, AL",252673,249929,255417,39824,37080,42568,2013,01,089
"Marengo County, AL",13850,13604,14096,2559,2313,2805,2013,01,091
"Marion County, AL",20025,19659,20391,3862,3496,4228,2013,01,093
"Marshall County, AL",61827,60737,62917,17282,16192,18372,2013,01,095
"Mobile County, AL",292925,289407,296443,57999,54481,61517,2013,01,097
"Monroe County, AL",14980,14683,15277,3374,3077,3671,2013,01,099
"Montgomery County, AL",160317,158152,162482,28978,26813,31143,2013,01,101
"Morgan County, AL",82379,81044,83714,17227,15892,18562,2013,01,103
"Perry County, AL",6470,6341,6599,1220,1091,1349,2013,01,105
"Pickens County, AL",12918,12670,13166,2637,2389,2885,2013,01,107
"Pike County, AL",22450,21929,22971,4746,4225,5267,2013,01,109
"Randolph County, AL",14813,14507,15119,3437,3131,3743,2013,01,111
"Russell County, AL",43206,42320,44092,8905,8019,9791,2013,01,113
"St. Clair County, AL",61492,60574,62410,10343,9425,11261,2013,01,115
"Shelby County, AL",153676,152119,155233,21146,19589,22703,2013,01,117
"Sumter County, AL",8744,8538,8950,1835,1629,2041,2013,01,119
"Talladega County, AL",56311,55452,57170,9637,8778,10496,2013,01,121
"Tallapoosa County, AL",27860,27378,28342,5347,4865,5829,2013,01,123
"Tuscaloosa County, AL",142749,140598,144900,25657,23506,27808,2013,01,125
"Walker County, AL",45342,44603,46081,8633,7894,9372,2013,01,127
"Washington County, AL",11773,11568,11978,2262,2057,2467,2013,01,129
"Wilcox County, AL",7732,7583,7881,1638,1489,1787,2013,01,131
"Winston County, AL",16127,15815,16439,3265,2953,3577,2013,01,133
"Aleutians East Borough, AK",1712,1630,1794,1145,1063,1227,2013,02,013
"Aleutians West Census Area, AK",3637,3516,3758,1391,1270,1512,2013,02,016
"Anchorage Borough, AK",220444,218268,222620,48662,46486,50838,2013,02,020
"Bethel Census Area, AK",11712,11425,11999,4507,4220,4794,2013,02,050
"Bristol Bay Borough, AK",653,636,670,194,177,211,2013,02,060
"Denali Borough, AK",1301,1270,1332,373,342,404,2013,02,068
"Dillingham Census Area, AK",3327,3234,3420,1249,1156,1342,2013,02,070
"Fairbanks North Star Borough, AK",72387,71188,73586,16692,15493,17891,2013,02,090
"Haines Borough, AK",1517,1467,1567,661,611,711,2013,02,100
"Hoonah-Angoon Census Area, AK",1201,1157,1245,601,557,645,2013,02,105
"Juneau Borough, AK",23810,23424,24196,4952,4566,5338,2013,02,110
"Kenai Peninsula Borough, AK",37050,36355,37745,11139,10444,11834,2013,02,122
"Ketchikan Gateway Borough, AK",9162,8959,9365,2726,2523,2929,2013,02,130
"Kodiak Island Borough, AK",9383,9117,9649,3436,3170,3702,2013,02,150
"Lake and Peninsula Borough, AK",1023,987,1059,471,435,507,2013,02,164
"Matanuska-Susitna Borough, AK",67645,66597,68693,17784,16736,18832,2013,02,170
"Nome Census Area, AK",6290,6114,6466,2613,2437,2789,2013,02,180
"North Slope Borough, AK",6773,6593,6953,2321,2141,2501,2013,02,185
"Northwest Arctic Borough, AK",4947,4802,5092,2094,1949,2239,2013,02,188
"Petersburg Census Area, AK",2444,2380,2508,832,768,896,2013,02,195
"Prince of Wales-Hyder Census Area, AK",3460,3344,3576,1662,1546,1778,2013,02,198
"Sitka Borough, AK",5848,5701,5995,1902,1755,2049,2013,02,220
"Skagway Municipality, AK",657,637,677,231,211,251,2013,02,230
"Southeast Fairbanks Census Area, AK",4456,4331,4581,1691,1566,1816,2013,02,240
"Valdez-Cordova Census Area, AK",6739,6581,6897,1989,1831,2147,2013,02,261
"Wade Hampton Census Area, AK",5390,5242,5538,2118,1970,2266,2013,02,270
"Wrangell City and Borough, AK",1503,1462,1544,483,442,524,2013,02,275
"Yakutat Borough, AK",361,346,376,199,184,214,2013,02,282
"Yukon-Koyukuk Census Area, AK",3290,3182,3398,1639,1531,1747,2013,02,290
"Apache County, AZ",47256,46221,48291,14543,13508,15578,2013,04,001
"Cochise County, AZ",81407,79979,82835,17620,16192,19048,2013,04,003
"Coconino County, AZ",89481,87748,91214,23952,22219,25685,2013,04,005
"Gila County, AZ",31162,30520,31804,7680,7038,8322,2013,04,007
"Graham County, AZ",24409,23909,24909,5266,4766,5766,2013,04,009
"Greenlee County, AZ",7003,6892,7114,920,809,1031,2013,04,011
"La Paz County, AZ",9333,9057,9609,3513,3237,3789,2013,04,012
"Maricopa County, AZ",2739055,2725401,2752709,675336,661682,688990,2013,04,013
"Mohave County, AZ",113885,111581,116189,32346,30042,34650,2013,04,015
"Navajo County, AZ",69866,68537,71195,19306,17977,20635,2013,04,017
"Pima County, AZ",652352,645261,659443,151295,144204,158386,2013,04,019
"Pinal County, AZ",238752,234880,242624,58816,54944,62688,2013,04,021
"Santa Cruz County, AZ",29537,28746,30328,9686,8895,10477,2013,04,023
"Yavapai County, AZ",120473,118096,122850,34067,31690,36444,2013,04,025
"Yuma County, AZ",121060,118415,123705,38271,35626,40916,2013,04,027
"Arkansas County, AR",12656,12408,12904,2784,2536,3032,2013,05,001
"Ashley County, AR",14346,14084,14608,3004,2742,3266,2013,05,003
"Baxter County, AR",23238,22780,23696,5414,4956,5872,2013,05,005
"Benton County, AR",167893,165715,170071,36805,34627,38983,2013,05,007
"Boone County, AR",24560,24103,25017,5486,5029,5943,2013,05,009
"Bradley County, AR",6920,6743,7097,2189,2012,2366,2013,05,011
"Calhoun County, AR",3260,3187,3333,783,710,856,2013,05,013
"Carroll County, AR",16303,15868,16738,5628,5193,6063,2013,05,015
"Chicot County, AR",6784,6629,6939,1794,1639,1949,2013,05,017
"Clark County, AR",13752,13454,14050,2938,2640,3236,2013,05,019
"Clay County, AR",9617,9412,9822,2459,2254,2664,2013,05,021
"Cleburne County, AR",15237,14914,15560,3914,3591,4237,2013,05,023
"Cleveland County, AR",5701,5589,5813,1286,1174,1398,2013,05,025
"Columbia County, AR",15315,14977,15653,3551,3213,3889,2013,05,027
"Conway County, AR",14032,13748,14316,3251,2967,3535,2013,05,029
"Craighead County, AR",69376,68121,70631,16104,14849,17359,2013,05,031
"Crawford County, AR",41471,40683,42259,10733,9945,11521,2013,05,033
"Crittenden County, AR",36316,35680,36952,7084,6448,7720,2013,05,035
"Cross County, AR",11985,11754,12216,2493,2262,2724,2013,05,037
"Dallas County, AR",4932,4824,5040,1125,1017,1233,2013,05,039
"Desha County, AR",8450,8267,8633,1936,1753,2119,2013,05,041
"Drew County, AR",12347,12077,12617,2653,2383,2923,2013,05,043
"Faulkner County, AR",86226,84899,87553,16150,14823,17477,2013,05,045
"Franklin County, AR",11976,11725,12227,2806,2555,3057,2013,05,047
"Fulton County, AR",7207,7039,7375,2037,1869,2205,2013,05,049
"Garland County, AR",59346,58149,60543,16084,14887,17281,2013,05,051
"Grant County, AR",12594,12373,12815,2475,2254,2696,2013,05,053
"Greene County, AR",29992,29433,30551,6450,5891,7009,2013,05,055
"Hempstead County, AR",14580,14237,14923,4158,3815,4501,2013,05,057
"Hot Spring County, AR",21311,20906,21716,4576,4171,4981,2013,05,059
"Howard County, AR",8585,8365,8805,2695,2475,2915,2013,05,061
"Independence County, AR",23871,23350,24392,6338,5817,6859,2013,05,063
"Izard County, AR",7382,7208,7556,2028,1854,2202,2013,05,065
