County_State,Number_Insured,NInsured_CI_LowerBound,NInsured_CI_UpperBound,Number_Uninsured,NUninsured_CI_LowerBound,NUninsured_CI_UpperBound,time,State_Code,County_Code
"Colleton County, SC",23998,23468,24528,6990,6460,7520,2013,45,029
"Darlington County, SC",45937,45107,46767,10254,9424,11084,2013,45,031
"Dillon County, SC",21051,20598,21504,5486,5033,5939,2013,45,033
"Dorchester County, SC",105789,104223,107355,21327,19761,22893,2013,45,035
"Edgefield County, SC",16017,15708,16326,3576,3267,3885,2013,45,037
"Fairfield County, SC",15650,15346,15954,3314,3010,3618,2013,45,039
"Florence County, SC",98049,96673,99425,18041,16665,19417,2013,45,041
"Georgetown County, SC",36030,35318,36742,9915,9203,10627,2013,45,043
"Greenville County, SC",321231,317305,325157,75636,71710,79562,2013,45,045
"Greenwood County, SC",45217,44337,46097,10876,9996,11756,2013,45,047
"Hampton County, SC",13072,12816,13328,2808,2552,3064,2013,45,049
"Horry County, SC",174305,171192,177418,56169,53056,59282,2013,45,051
"Jasper County, SC",15590,15149,16031,5836,5395,6277,2013,45,053
"Kershaw County, SC",42234,41452,43016,10182,9400,10964,2013,45,055
"Lancaster County, SC",52134,51187,53081,12001,11054,12948,2013,45,057
"Laurens County, SC",43557,42770,44344,10105,9318,10892,2013,45,059
"Lee County, SC",10860,10616,11104,2803,2559,3047,2013,45,061
"Lexington County, SC",196747,194330,199164,37614,35197,40031,2013,45,063
"McCormick County, SC",4843,4751,4935,978,886,1070,2013,45,065
"Marion County, SC",21951,21517,22385,4803,4369,5237,2013,45,067
"Marlboro County, SC",16739,16398,17080,4020,3679,4361,2013,45,069
"Newberry County, SC",24036,23553,24519,6008,5525,6491,2013,45,071
"Oconee County, SC",47277,46385,48169,11614,10722,12506,2013,45,073
"Orangeburg County, SC",58767,57645,59889,14161,13039,15283,2013,45,075
"Pickens County, SC",77827,76420,79234,17667,16260,19074,2013,45,077
"Richland County, SC",272880,269574,276186,52321,49015,55627,2013,45,079
"Saluda County, SC",12590,12277,12903,3916,3603,4229,2013,45,081
"Spartanburg County, SC",194477,191689,197265,47299,44511,50087,2013,45,083
"Sumter County, SC",74617,73318,75916,15790,14491,17089,2013,45,085
"Union County, SC",18777,18430,19124,3892,3545,4239,2013,45,087
"Williamsburg County, SC",21176,20734,21618,5011,4569,5453,2013,45,089
"York County, SC",173056,170934,175178,32052,29930,34174,2013,45,091
"Aurora County, SD",1786,1755,1817,311,280,342,2013,46,003
"Beadle County, SD",12550,12338,12762,2310,2098,2522,2013,46,005
"Bennett County, SD",2417,2361,2473,576,520,632,2013,46,007
"Bon Homme County, SD",3746,3686,3806,630,570,690,2013,46,009
"Brookings County, SD",22993,22611,23375,3309,2927,3691,2013,46,011
"Brown County, SD",28019,27709,28329,3046,2736,3356,2013,46,013
"Brule County, SD",3630,3561,3699,734,665,803,2013,46,015
"Buffalo County, SD",1491,1452,1530,355,316,394,2013,46,017
"Butte County, SD",7059,6925,7193,1382,1248,1516,2013,46,019
"Campbell County, SD",854,840,868,139,125,153,2013,46,021
"Charles Mix County, SD",5856,5733,5979,1428,1305,1551,2013,46,023
"Clark County, SD",2408,2368,2448,404,364,444,2013,46,025
"Clay County, SD",8931,8745,9117,1474,1288,1660,2013,46,027
"Codington County, SD",20820,20552,21088,2668,2400,2936,2013,46,029
"Corson County, SD",2921,2846,2996,778,703,853,2013,46,031
"Custer County, SD",5357,5269,5445,916,828,1004,2013,46,033
"Davison County, SD",14095,13899,14291,1807,1611,2003,2013,46,035
"Day County, SD",3541,3475,3607,680,614,746,2013,46,037
"Deuel County, SD",2965,2921,3009,440,396,484,2013,46,039
"Dewey County, SD",3868,3776,3960,1063,971,1155,2013,46,041
"Douglas County, SD",1914,1879,1949,350,315,385,2013,46,043
"Edmunds County, SD",2814,2777,2851,357,320,394,2013,46,045
"Fall River County, SD",4176,4102,4250,745,671,819,2013,46,047
"Faulk County, SD",1597,1574,1620,221,198,244,2013,46,049
"Grant County, SD",5037,4962,5112,761,686,836,2013,46,051
"Gregory County, SD",2638,2586,2690,552,500,604,2013,46,053
"Haakon County, SD",1218,1195,1241,228,205,251,2013,46,055
"Hamlin County, SD",4205,4138,4272,685,618,752,2013,46,057
"Hand County, SD",2224,2191,2257,314,281,347,2013,46,059
"Hanson County, SD",2521,2482,2560,398,359,437,2013,46,061
"Harding County, SD",866,848,884,175,157,193,2013,46,063
"Hughes County, SD",12780,12622,12938,1567,1409,1725,2013,46,065
"Hutchinson County, SD",4612,4542,4682,732,662,802,2013,46,067
"Hyde County, SD",872,854,890,180,162,198,2013,46,069
"Jackson County, SD",2147,2090,2204,598,541,655,2013,46,071
"Jerauld County, SD",1317,1292,1342,236,211,261,2013,46,073
"Jones County, SD",625,610,640,153,138,168,2013,46,075
"Kingsbury County, SD",3446,3396,3496,490,440,540,2013,46,077
"Lake County, SD",8218,8110,8326,996,888,1104,2013,46,079
"Lawrence County, SD",17233,16972,17494,2538,2277,2799,2013,46,081
"Lincoln County, SD",41837,41520,42154,3071,2754,3388,2013,46,083
"Lyman County, SD",2531,2468,2594,697,634,760,2013,46,085
"McCook County, SD",4002,3949,4055,514,461,567,2013,46,087
"McPherson County, SD",1464,1437,1491,273,246,300,2013,46,089
"Marshall County, SD",3135,3071,3199,671,607,735,2013,46,091
"Meade County, SD",19738,19431,20045,3203,2896,3510,2013,46,093
"Mellette County, SD",1364,1328,1400,362,326,398,2013,46,095
"Miner County, SD",1601,1578,1624,220,197,243,2013,46,097
"Minnehaha County, SD",135406,134140,136672,18134,16868,19400,2013,46,099
"Moody County, SD",4540,4464,4616,771,695,847,2013,46,101
"Pennington County, SD",76374,75445,77303,11632,10703,12561,2013,46,103
"Perkins County, SD",1852,1810,1894,455,413,497,2013,46,105
"Potter County, SD",1509,1485,1533,240,216,264,2013,46,107
"Roberts County, SD",6815,6687,6943,1431,1303,1559,2013,46,109
"Sanborn County, SD",1553,1522,1584,308,277,339,2013,46,111
"Shannon County, SD",10732,10514,10950,2200,1982,2418,2013,46,113
"Spink County, SD",4542,4481,4603,600,539,661,2013,46,115
"Stanley County, SD",2091,2054,2128,380,343,417,2013,46,117
"Sully County, SD",982,964,1000,182,164,200,2013,46,119
"Todd County, SD",7729,7585,7873,1410,1266,1554,2013,46,121
"Tripp County, SD",3428,3353,3503,786,711,861,2013,46,123
"Turner County, SD",5800,5718,5882,864,782,946,2013,46,125
"Union County, SD",11556,11450,11662,1019,913,1125,2013,46,127
"Walworth County, SD",3553,3494,3612,602,543,661,2013,46,129
"Yankton County, SD",15103,14904,15302,2019,1820,2218,2013,46,135
"Ziebach County, SD",2072,2020,2124,525,473,577,2013,46,137
"Anderson County, TN",52745,52041,53449,8209,7505,8913,2013,47,001
"Bedford County, TN",30560,29924,31196,8512,7876,9148,2013,47,003
"Benton County, TN",10341,10137,10545,2301,2097,2505,2013,47,005
"Bledsoe County, TN",7551,7376,7726,1992,1817,2167,2013,47,007
"Blount County, TN",86303,85136,87470,15031,13864,16198,2013,47,009
"Bradley County, TN",68979,67788,70170,14887,13696,16078,2013,47,011
"Campbell County, TN",27006,26539,27473,5444,4977,5911,2013,47,013
"Cannon County, TN",9383,9212,9554,1874,1703,2045,2013,47,015
"Carroll County, TN",18591,18286,18896,3550,3245,3855,2013,47,017
"Carter County, TN",37347,36651,38043,8060,7364,8756,2013,47,019
"Cheatham County, TN",29275,28851,29699,5026,4602,5450,2013,47,021
"Chester County, TN",11252,11043,11461,2105,1896,2314,2013,47,023
"Claiborne County, TN",20757,20394,21120,4125,3762,4488,2013,47,025
"Clay County, TN",4856,4749,4963,1125,1018,1232,2013,47,027
"Cocke County, TN",23821,23376,24266,4930,4485,5375,2013,47,029
"Coffee County, TN",36781,36149,37413,7361,6729,7993,2013,47,031
"Crockett County, TN",9650,9449,9851,2388,2187,2589,2013,47,033
"Cumberland County, TN",33161,32555,33767,7771,7165,8377,2013,47,035
"Davidson County, TN",459623,454446,464800,103675,98498,108852,2013,47,037
"Decatur County, TN",7373,7226,7520,1615,1468,1762,2013,47,039
"DeKalb County, TN",12638,12373,12903,3125,2860,3390,2013,47,041
"Dickson County, TN",35658,35062,36254,6899,6303,7495,2013,47,043
"Dyer County, TN",27349,26931,27767,4429,4011,4847,2013,47,045
"Fayette County, TN",26820,26435,27205,4588,4203,4973,2013,47,047
"Fentress County, TN",11771,11539,12003,2612,2380,2844,2013,47,049
"Franklin County, TN",26783,26337,27229,5010,4564,5456,2013,47,051
"Gibson County, TN",34175,33632,34718,6315,5772,6858,2013,47,053
"Giles County, TN",19318,18991,19645,3705,3378,4032,2013,47,055
"Grainger County, TN",15176,14881,15471,3410,3115,3705,2013,47,057
"Greene County, TN",44469,43688,45250,9449,8668,10230,2013,47,059
"Grundy County, TN",8706,8536,8876,2014,1844,2184,2013,47,061
"Hamblen County, TN",41287,40494,42080,10443,9650,11236,2013,47,063
"Hamilton County, TN",242148,239294,245002,43973,41119,46827,2013,47,065
"Hancock County, TN",4457,4361,4553,902,806,998,2013,47,067
"Hardeman County, TN",15718,15448,15988,2843,2573,3113,2013,47,069
"Hardin County, TN",16953,16625,17281,3730,3402,4058,2013,47,071
"Hawkins County, TN",38914,38308,39520,7058,6452,7664,2013,47,073
"Haywood County, TN",12804,12565,13043,2476,2237,2715,2013,47,075
"Henderson County, TN",19801,19466,20136,3566,3231,3901,2013,47,077
"Henry County, TN",20797,20413,21181,4373,3989,4757,2013,47,079
"Hickman County, TN",15727,15425,16029,3421,3119,3723,2013,47,081
"Houston County, TN",5500,5389,5611,1158,1047,1269,2013,47,083
"Humphreys County, TN",12234,12011,12457,2455,2232,2678,2013,47,085
"Jackson County, TN",7428,7276,7580,1670,1518,1822,2013,47,087
"Jefferson County, TN",34336,33741,34931,6891,6296,7486,2013,47,089
"Johnson County, TN",10360,10150,10570,2299,2089,2509,2013,47,091
"Knox County, TN",319214,315859,322569,51902,48547,55257,2013,47,093
"Lake County, TN",3638,3569,3707,655,586,724,2013,47,095
"Lauderdale County, TN",18079,17763,18395,3290,2974,3606,2013,47,097
"Lawrence County, TN",28803,28311,29295,5717,5225,6209,2013,47,099
"Lewis County, TN",7831,7656,8006,1906,1731,2081,2013,47,101
"Lincoln County, TN",23071,22682,23460,4365,3976,4754,2013,47,103
"Loudon County, TN",31306,30775,31837,6813,6282,7344,2013,47,105
"McMinn County, TN",34953,34336,35570,7158,6541,7775,2013,47,107
"McNairy County, TN",17379,17077,17681,3648,3346,3950,2013,47,109
"Macon County, TN",15381,15069,15693,3707,3395,4019,2013,47,111
"Madison County, TN",69018,68043,69993,11936,10961,12911,2013,47,113
"Marion County, TN",19723,19417,20029,3488,3182,3794,2013,47,115
"Marshall County, TN",21682,21279,22085,4660,4257,5063,2013,47,117
"Maury County, TN",59781,58849,60713,11199,10267,12131,2013,47,119
"Meigs County, TN",7741,7595,7887,1606,1460,1752,2013,47,121
"Monroe County, TN",30005,29434,30576,6464,5893,7035,2013,47,123
"Montgomery County, TN",141918,139995,143841,23166,21243,25089,2013,47,125
"Moore County, TN",4217,4145,4289,761,689,833,2013,47,127
"Morgan County, TN",13472,13240,13704,2585,2353,2817,2013,47,129
"Obion County, TN",20942,20572,21312,4213,3843,4583,2013,47,131
"Overton County, TN",14770,14499,15041,2987,2716,3258,2013,47,133
"Perry County, TN",5045,4934,5156,1195,1084,1306,2013,47,135
"Pickett County, TN",3073,3004,3142,741,672,810,2013,47,137
"Polk County, TN",11155,10951,11359,2312,2108,2516,2013,47,139
"Putnam County, TN",48586,47635,49537,11080,10129,12031,2013,47,141
"Rhea County, TN",21920,21543,22297,4282,3905,4659,2013,47,143
"Roane County, TN",36061,35542,36580,5738,5219,6257,2013,47,145
"Robertson County, TN",48717,47955,49479,9374,8612,10136,2013,47,147
"Rutherford County, TN",210150,207384,212916,39925,37159,42691,2013,47,149
"Scott County, TN",15526,15249,15803,3014,2737,3291,2013,47,151
"Sequatchie County, TN",9934,9749,10119,1927,1742,2112,2013,47,153
"Sevier County, TN",59702,58455,60949,17153,15906,18400,2013,47,155
"Shelby County, TN",674925,668505,681345,141686,135266,148106,2013,47,157
"Smith County, TN",13704,13484,13924,2414,2194,2634,2013,47,159
"Stewart County, TN",9044,8878,9210,1795,1629,1961,2013,47,161
"Sullivan County, TN",105317,103917,106717,18458,17058,19858,2013,47,163
"Sumner County, TN",123575,122076,125074,20054,18555,21553,2013,47,165
"Tipton County, TN",45599,44969,46229,7338,6708,7968,2013,47,167
"Trousdale County, TN",5383,5272,5494,1200,1089,1311,2013,47,169
"Unicoi County, TN",11830,11614,12046,2315,2099,2531,2013,47,171
"Union County, TN",13103,12841,13365,2866,2604,3128,2013,47,173
"Van Buren County, TN",3577,3502,3652,805,730,880,2013,47,175
"Warren County, TN",26295,25758,26832,6777,6240,7314,2013,47,177
"Washington County, TN",85643,84322,86964,15661,14340,16982,2013,47,179
"Wayne County, TN",9724,9521,9927,2216,2013,2419,2013,47,181
"Weakley County, TN",22576,22165,22987,4262,3851,4673,2013,47,183
"White County, TN",17549,17227,17871,3548,3226,3870,2013,47,185
"Williamson County, TN",159358,158154,160562,15523,14319,16727,2013,47,187
"Wilson County, TN",90068,89003,91133,13518,12453,14583,2013,47,189
"Anderson County, TX",28200,27560,28840,8941,8301,9581,2013,48,001
"Andrews County, TX",11319,11042,11596,3714,3437,3991,2013,48,003
"Angelina County, TX",54299,53053,55545,18254,17008,19500,2013,48,005
"Aransas County, TX",12881,12548,13214,4801,4468,5134,2013,48,007
"Archer County, TX",5343,5213,5473,1755,1625,1885,2013,48,009
"Armstrong County, TX",1088,1056,1120,428,396,460,2013,48,011
"Atascosa County, TX",30506,29783,31229,9923,9200,10646,2013,48,013
"Austin County, TX",17783,17373,18193,5947,5537,6357,2013,48,015
"Bailey County, TX",4014,3882,4146,1978,1846,2110,2013,48,017
"Bandera County, TX",11556,11277,11835,3895,3616,4174,2013,48,019
"Bastrop County, TX",46458,45418,47498,17171,16131,18211,2013,48,021
"Baylor County, TX",1948,1886,2010,765,703,827,2013,48,023
"Bee County, TX",16753,16357,17149,4866,4470,5262,2013,48,025
"Bell County, TX",234363,230780,237946,54417,50834,58000,2013,48,027
"Bexar County, TX",1227472,1215307,1239637,352630,340465,364795,2013,48,029
"Blanco County, TX",5984,5821,6147,2410,2247,2573,2013,48,031
"Borden County, TX",416,408,424,83,75,91,2013,48,033
"Bosque County, TX",9843,9594,10092,3767,3518,4016,2013,48,035
"Bowie County, TX",59152,58062,60242,14634,13544,15724,2013,48,037
"Brazoria County, TX",227391,224299,230483,57244,54152,60336,2013,48,039
"Brazos County, TX",136139,133280,138998,37871,35012,40730,2013,48,041
"Brewster County, TX",5734,5582,5886,1827,1675,1979,2013,48,043
"Briscoe County, TX",699,669,729,469,439,499,2013,48,045
"Brooks County, TX",4410,4289,4531,1490,1369,1611,2013,48,047
"Brown County, TX",22923,22421,23425,6747,6245,7249,2013,48,049
"Burleson County, TX",9976,9718,10234,3891,3633,4149,2013,48,051
"Burnet County, TX",24466,23847,25085,9203,8584,9822,2013,48,053
"Caldwell County, TX",24364,23761,24967,8329,7726,8932,2013,48,055
"Calhoun County, TX",13903,13573,14233,4313,3983,4643,2013,48,057
"Callahan County, TX",8174,7974,8374,2673,2473,2873,2013,48,059
"Cameron County, TX",235380,230355,240405,127138,122113,132163,2013,48,061
"Camp County, TX",7318,7112,7524,2959,2753,3165,2013,48,063
"Carson County, TX",3990,3909,4071,987,906,1068,2013,48,065
"Cass County, TX",18827,18438,19216,5073,4684,5462,2013,48,067
"Castro County, TX",4315,4148,4482,2579,2412,2746,2013,48,069
"Chambers County, TX",26215,25751,26679,6367,5903,6831,2013,48,071
"Cherokee County, TX",28589,27858,29320,11708,10977,12439,2013,48,073
"Childress County, TX",3593,3505,3681,983,895,1071,2013,48,075
"Clay County, TX",6532,6385,6679,1829,1682,1976,2013,48,077
"Cochran County, TX",1659,1601,1717,867,809,925,2013,48,079
"Coke County, TX",1730,1681,1779,630,581,679,2013,48,081
"Coleman County, TX",4792,4655,4929,1762,1625,1899,2013,48,083
"Collin County, TX",644769,638918,650620,123965,118114,129816,2013,48,085
"Collingsworth County, TX",1626,1563,1689,920,857,983,2013,48,087
"Colorado County, TX",12096,11794,12398,4349,4047,4651,2013,48,089
"Comal County, TX",77483,76148,78818,19876,18541,21211,2013,48,091
"Comanche County, TX",7105,6887,7323,3380,3162,3598,2013,48,093
"Concho County, TX",1329,1289,1369,505,465,545,2013,48,095
"Cooke County, TX",23384,22838,23930,7985,7439,8531,2013,48,097
"Coryell County, TX",46591,45607,47575,11829,10845,12813,2013,48,099
"Cottle County, TX",706,676,736,391,361,421,2013,48,101
"Crane County, TX",3130,3048,3212,1035,953,1117,2013,48,103
"Crockett County, TX",2349,2283,2415,875,809,941,2013,48,105
"Crosby County, TX",3469,3365,3573,1413,1309,1517,2013,48,107
"Culberson County, TX",1278,1233,1323,619,574,664,2013,48,109
"Dallam County, TX",4208,4059,4357,2187,2038,2336,2013,48,111
"Dallas County, TX",1564568,1548467,1580669,649592,633491,665693,2013,48,113
"Dawson County, TX",7074,6884,7264,2595,2405,2785,2013,48,115
"Deaf Smith County, TX",11831,11478,12184,4951,4598,5304,2013,48,117
"Delta County, TX",2974,2890,3058,1110,1026,1194,2013,48,119
"Denton County, TX",542978,537483,548473,113469,107974,118964,2013,48,121
"DeWitt County, TX",11863,11616,12110,3229,2982,3476,2013,48,123
"Dickens County, TX",1041,1004,1078,470,433,507,2013,48,125
"Dimmit County, TX",7093,6922,7264,2176,2005,2347,2013,48,127
"Donley County, TX",1764,1705,1823,764,705,823,2013,48,129
"Duval County, TX",6882,6713,7051,2224,2055,2393,2013,48,131
"Eastland County, TX",9934,9659,10209,3872,3597,4147,2013,48,133
"Ector County, TX",98891,96729,101053,33782,31620,35944,2013,48,135
"Edwards County, TX",900,865,935,515,480,550,2013,48,137
"Ellis County, TX",106240,104428,108052,30359,28547,32171,2013,48,139
"El Paso County, TX",500962,492865,509059,220643,212546,228740,2013,48,141
"Erath County, TX",21974,21267,22681,9830,9123,10537,2013,48,143
"Falls County, TX",9301,9055,9547,3342,3096,3588,2013,48,145
"Fannin County, TX",18706,18271,19141,6395,5960,6830,2013,48,147
"Fayette County, TX",13943,13617,14269,4980,4654,5306,2013,48,149
"Fisher County, TX",2244,2187,2301,706,649,763,2013,48,151
"Floyd County, TX",3601,3493,3709,1477,1369,1585,2013,48,153
"Foard County, TX",655,632,678,301,278,324,2013,48,155
"Fort Bend County, TX",482153,476720,487586,104486,99053,109919,2013,48,157
"Franklin County, TX",6258,6089,6427,2215,2046,2384,2013,48,159
"Freestone County, TX",10902,10637,11167,3828,3563,4093,2013,48,161
"Frio County, TX",9744,9502,9986,3007,2765,3249,2013,48,163
"Gaines County, TX",11198,10811,11585,5837,5450,6224,2013,48,165
"Galveston County, TX",211865,208853,214877,52542,49530,55554,2013,48,167
"Garza County, TX",2586,2514,2658,893,821,965,2013,48,169
"Gillespie County, TX",13071,12726,13416,5103,4758,5448,2013,48,171
"Glasscock County, TX",844,825,863,225,206,244,2013,48,173
"Goliad County, TX",4713,4618,4808,1175,1080,1270,2013,48,175
"Gonzales County, TX",11675,11342,12008,5233,4900,5566,2013,48,177
"Gray County, TX",13404,13080,13728,4593,4269,4917,2013,48,179
"Grayson County, TX",77224,75759,78689,23185,21720,24650,2013,48,181
"Gregg County, TX",78121,76505,79737,24895,23279,26511,2013,48,183
"Grimes County, TX",14520,14151,14889,5558,5189,5927,2013,48,185
"Guadalupe County, TX",97739,96113,99365,25591,23965,27217,2013,48,187
"Hale County, TX",21012,20483,21541,7535,7006,8064,2013,48,189
"Hall County, TX",1532,1470,1594,948,886,1010,2013,48,191
"Hamilton County, TX",4393,4261,4525,1769,1637,1901,2013,48,193
"Hansford County, TX",3406,3308,3504,1341,1243,1439,2013,48,195
"Hardeman County, TX",2359,2290,2428,859,790,928,2013,48,197
"Hardin County, TX",38307,37644,38970,8845,8182,9508,2013,48,199
"Harris County, TX",2829599,2806778,2852420,1071139,1048318,1093960,2013,48,201
"Harrison County, TX",43048,42167,43929,12265,11384,13146,2013,48,203
"Hartley County, TX",2902,2829,2975,924,851,997,2013,48,205
"Haskell County, TX",3095,3013,3177,1019,937,1101,2013,48,207
"Hays County, TX",119590,117262,121918,32254,29926,34582,2013,48,209
"Hemphill County, TX",2704,2632,2776,918,846,990,2013,48,211
"Henderson County, TX",45308,44340,46276,16374,15406,17342,2013,48,213
"Hidalgo County, TX",448988,440053,457923,275266,266331,284201,2013,48,215
"Hill County, TX",19979,19510,20448,7531,7062,8000,2013,48,217
"Hockley County, TX",14992,14650,15334,4661,4319,5003,2013,48,219
"Hood County, TX",30774,30139,31409,9187,8552,9822,2013,48,221
"Hopkins County, TX",21084,20540,21628,8347,7803,8891,2013,48,223
"Houston County, TX",11392,11096,11688,4278,3982,4574,2013,48,225
"Howard County, TX",20460,20033,20887,5349,4922,5776,2013,48,227
"Hudspeth County, TX",1680,1615,1745,1013,948,1078,2013,48,229
"Hunt County, TX",53094,51891,54297,19025,17822,20228,2013,48,231
"Hutchinson County, TX",14166,13852,14480,4310,3996,4624,2013,48,233
"Irion County, TX",1027,1003,1051,285,261,309,2013,48,235
"Jack County, TX",4620,4494,4746,1794,1668,1920,2013,48,237
"Jackson County, TX",9322,9117,9527,2726,2521,2931,2013,48,239
"Jasper County, TX",22005,21539,22471,6575,6109,7041,2013,48,241
"Jeff Davis County, TX",1012,974,1050,507,469,545,2013,48,243
"Jefferson County, TX",155596,152953,158239,48677,46034,51320,2013,48,245
"Jim Hogg County, TX",3188,3098,3278,1187,1097,1277,2013,48,247
"Jim Wells County, TX",27610,27016,28204,8043,7449,8637,2013,48,249
"Johnson County, TX",100515,98599,102431,32037,30121,33953,2013,48,251
"Jones County, TX",8917,8689,9145,3197,2969,3425,2013,48,253
"Karnes County, TX",8133,7968,8298,1960,1795,2125,2013,48,255
"Kaufman County, TX",73158,71792,74524,21865,20499,23231,2013,48,257
"Kendall County, TX",24223,23772,24674,6247,5796,6698,2013,48,259
"Kenedy County, TX",271,263,279,77,69,85,2013,48,261
"Kent County, TX",408,395,421,158,145,171,2013,48,263
"Kerr County, TX",26322,25676,26968,9120,8474,9766,2013,48,265
"Kimble County, TX",2240,2165,2315,1063,988,1138,2013,48,267
"King County, TX",194,189,199,51,46,56,2013,48,269
"Kinney County, TX",1729,1680,1778,622,573,671,2013,48,271
"Kleberg County, TX",19655,19079,20231,6576,6000,7152,2013,48,273
"Knox County, TX",1998,1931,2065,934,867,1001,2013,48,275
"Lamar County, TX",30059,29382,30736,10125,9448,10802,2013,48,277
"Lamb County, TX",8025,7788,8262,3407,3170,3644,2013,48,279
"Lampasas County, TX",12208,11896,12520,4398,4086,4710,2013,48,281
"La Salle County, TX",3559,3462,3656,1235,1138,1332,2013,48,283
"Lavaca County, TX",11629,11379,11879,3586,3336,3836,2013,48,285
"Lee County, TX",9855,9613,10097,3549,3307,3791,2013,48,287
"Leon County, TX",9140,8897,9383,3714,3471,3957,2013,48,289
"Liberty County, TX",46157,45144,47170,16497,15484,17510,2013,48,291
"Limestone County, TX",13545,13231,13859,4425,4111,4739,2013,48,293
"Lipscomb County, TX",2073,2009,2137,917,853,981,2013,48,295
"Live Oak County, TX",6578,6425,6731,1931,1778,2084,2013,48,297
"Llano County, TX",9643,9402,9884,3295,3054,3536,2013,48,299
"Loving County, TX",76,74,78,16,14,18,2013,48,301
"Lubbock County, TX",190410,186894,193926,55890,52374,59406,2013,48,303
"Lynn County, TX",3482,3387,3577,1266,1171,1361,2013,48,305
"McCulloch County, TX",4703,4568,4838,1807,1672,1942,2013,48,307
"McLennan County, TX",155189,152361,158017,46820,43992,49648,2013,48,309
"McMullen County, TX",480,471,489,107,98,116,2013,48,311
"Madison County, TX",6699,6511,6887,2645,2457,2833,2013,48,313
"Marion County, TX",5853,5702,6004,1983,1832,2134,2013,48,315
"Martin County, TX",3453,3363,3543,1172,1082,1262,2013,48,317
"Mason County, TX",1810,1733,1887,1209,1132,1286,2013,48,319
"Matagorda County, TX",22760,22224,23296,7876,7340,8412,2013,48,321
"Maverick County, TX",32193,31215,33171,16439,15461,17417,2013,48,323
"Medina County, TX",29155,28521,29789,9003,8369,9637,2013,48,325
"Menard County, TX",959,920,998,547,508,586,2013,48,327
"Midland County, TX",105190,103194,107186,29332,27336,31328,2013,48,329
"Milam County, TX",14472,14131,14813,4826,4485,5167,2013,48,331
"Mills County, TX",2368,2284,2452,1277,1193,1361,2013,48,333
"Mitchell County, TX",4394,4284,4504,1415,1305,1525,2013,48,335
"Montague County, TX",11490,11216,11764,3844,3570,4118,2013,48,337
"Montgomery County, TX",343985,339227,348743,92009,87251,96767,2013,48,339
"Moore County, TX",13974,13568,14380,5787,5381,6193,2013,48,341
"Morris County, TX",7614,7424,7804,2559,2369,2749,2013,48,343
"Motley County, TX",591,569,613,273,251,295,2013,48,345
"Nacogdoches County, TX",38009,37003,39015,14225,13219,15231,2013,48,347
"Navarro County, TX",29094,28427,29761,10985,10318,11652,2013,48,349
"Newton County, TX",8521,8323,8719,2500,2302,2698,2013,48,351
"Nolan County, TX",9360,9137,9583,2843,2620,3066,2013,48,353
"Nueces County, TX",231445,227698,235192,71007,67260,74754,2013,48,355
"Ochiltree County, TX",6691,6484,6898,2941,2734,3148,2013,48,357
"Oldham County, TX",1233,1204,1262,336,307,365,2013,48,359
"Orange County, TX",57246,56295,58197,13068,12117,14019,2013,48,361
"Palo Pinto County, TX",16001,15562,16440,6749,6310,7188,2013,48,363
"Panola County, TX",15307,14984,15630,4336,4013,4659,2013,48,365
"Parker County, TX",80857,79577,82137,20119,18839,21399,2013,48,367
"Parmer County, TX",5904,5711,6097,2773,2580,2966,2013,48,369
"Pecos County, TX",8617,8394,8840,3124,2901,3347,2013,48,371
"Polk County, TX",23969,23401,24537,8744,8176,9312,2013,48,373
"Potter County, TX",74009,72349,75669,27917,26257,29577,2013,48,375
"Presidio County, TX",3720,3586,3854,2016,1882,2150,2013,48,377
"Rains County, TX",6073,5908,6238,2415,2250,2580,2013,48,379
"Randall County, TX",89218,87869,90567,18396,17047,19745,2013,48,381
"Reagan County, TX",2250,2182,2318,959,891,1027,2013,48,383
"Real County, TX",1644,1588,1700,749,693,805,2013,48,385
"Red River County, TX",6948,6760,7136,2665,2477,2853,2013,48,387
"Reeves County, TX",6833,6660,7006,2326,2153,2499,2013,48,389
"Refugio County, TX",4417,4313,4521,1302,1198,1406,2013,48,391
"Roberts County, TX",553,542,564,107,96,118,2013,48,393
"Robertson County, TX",9624,9366,9882,3783,3525,4041,2013,48,395
"Rockwall County, TX",61616,60655,62577,13405,12444,14366,2013,48,397
"Runnels County, TX",5902,5744,6060,2177,2019,2335,2013,48,399
"Rusk County, TX",30355,29683,31027,10413,9741,11085,2013,48,401
"Sabine County, TX",5577,5432,5722,1810,1665,1955,2013,48,403
"San Augustine County, TX",4862,4729,4995,1697,1564,1830,2013,48,405
"San Jacinto County, TX",15703,15307,16099,5879,5483,6275,2013,48,407
"San Patricio County, TX",44128,43281,44975,12324,11477,13171,2013,48,409
"San Saba County, TX",2768,2670,2866,1357,1259,1455,2013,48,411
"Schleicher County, TX",1957,1896,2018,763,702,824,2013,48,413
"Scurry County, TX",10259,10019,10499,3091,2851,3331,2013,48,415
"Shackelford County, TX",2031,1977,2085,714,660,768,2013,48,417
"Shelby County, TX",15298,14875,15721,6313,5890,6736,2013,48,419
"Sherman County, TX",1748,1685,1811,902,839,965,2013,48,421
"Smith County, TX",134547,131946,137148,45391,42790,47992,2013,48,423
"Somervell County, TX",5497,5369,5625,1635,1507,1763,2013,48,425
"Starr County, TX",35544,34540,36548,18700,17696,19704,2013,48,427
